,Ticker,Fiscal Year,Report Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common)
7039,GRMM,2023,2023-12-31,4041020.0,-2674440.0,1366580.0,-9809105.0,-7659004.0,-1046124105.7772971,-590611.0,-8442525.0,-554686.0,-554686.0,-8997211.0,-4900474.0,-13897685.0,18528.0,-13879157,118022468.97815126,-12527429,-13269975
7040,GRMN,2019,2019-12-31,3757505000.0,-1523529000.0,2233976000.0,-1288390000.0,-683024000.0,-605366000.0,-434363725.33045274,945586000.0,41636000.0,52817000.0,987222000.0,-113345135.4520958,987222000.0,-34736000.0,952486000,118022468.97815126,952486000,952486000
7041,GRMN,2020,2020-12-31,4186573000.0,-1705237000.0,2481336000.0,-1427096000.0,-774754000.0,-652342000.0,-434363725.33045274,1054240000.0,49170000.0,37002000.0,1103410000.0,-113345135.4520958,1103410000.0,-111086000.0,992324000,118022468.97815126,992324000,992324000
7042,GRMN,2021,2021-12-31,4982795000.0,-2092336000.0,2890459000.0,-1671839000.0,-893089000.0,-778750000.0,-434363725.33045274,1218620000.0,-11824000.0,28573000.0,1206796000.0,-113345135.4520958,1206796000.0,-124596000.0,1082200000,118022468.97815126,1082200000,1082200000
7043,GRMN,2022,2022-12-31,4860286000.0,-2053511000.0,2806775000.0,-1778930000.0,-944003000.0,-834927000.0,-434363725.33045274,1027845000.0,37129000.0,40826000.0,1064974000.0,-113345135.4520958,1064974000.0,-91389000.0,973585000,118022468.97815126,973585000,973585000
7044,GRMN,2023,2023-12-31,5228252000.0,-2223297000.0,3004955000.0,-1912795000.0,-1008099000.0,-904696000.0,-434363725.33045274,1092160000.0,108196000.0,77302000.0,1200356000.0,-113345135.4520958,1200356000.0,89280000.0,1289636000,118022468.97815126,1289636000,1289636000
7059,GRPN,2019,2019-12-31,2218915000.0,-1032786000.0,1186129000.0,-1146300000.0,-1146300000.0,-1046124105.7772971,-434363725.33045274,39829000.0,-53329000.0,-118490421.49102229,-13500000.0,-31000.0,-13531000.0,-761000.0,-14292000,2597000.0,-22377000,0
7060,GRPN,2020,2020-12-31,1416868000.0,-739574000.0,677294000.0,-757719000.0,-757719000.0,-1046124105.7772971,-434363725.33045274,-80425000.0,-16968000.0,-118490421.49102229,-97393000.0,-196673000.0,-294066000.0,7504000.0,-286562000,382000.0,-287931000,-287931000
7061,GRPN,2021,2021-12-31,967108000.0,-229992000.0,737116000.0,-699876000.0,-699876000.0,-1046124105.7772971,-434363725.33045274,37240000.0,92680000.0,-118490421.49102229,129920000.0,-41895000.0,88025000.0,32323000.0,120348000,118022468.97815126,118668000,118668000
7062,GRPN,2022,2022-12-31,599085000.0,-76261000.0,522824000.0,-630606000.0,-630606000.0,-1046124105.7772971,-434363725.33045274,-107782000.0,-24155000.0,-118490421.49102229,-131937000.0,-60033000.0,-191970000.0,-42410000.0,-234380000,118022468.97815126,-237609000,-237609000
7063,GRPN,2023,2023-12-31,514910000.0,-64246000.0,450664000.0,-460910000.0,-460910000.0,-1046124105.7772971,-434363725.33045274,-10246000.0,-25174000.0,-118490421.49102229,-35420000.0,-8006000.0,-43426000.0,-9508000.0,-52934000,118022468.97815126,-55410000,-55410000
7064,GRTS,2019,2019-12-31,4365000.0,-5028782503.752925,2678659026.7719755,-102305000.0,-19409000.0,-82896000.0,-434363725.33045274,-97940000.0,3507000.0,3507000.0,-94433000.0,-113345135.4520958,-94433000.0,-150828726.78345707,-94433000,118022468.97815126,-94433000,-94433000
7065,GRTS,2020,2020-12-31,4037000.0,-5028782503.752925,2678659026.7719755,-110054000.0,-21411000.0,-88643000.0,-434363725.33045274,-106017000.0,703000.0,703000.0,-105314000.0,-113345135.4520958,-105314000.0,-150828726.78345707,-105314000,118022468.97815126,-105314000,-105314000
7066,GRTS,2021,2021-12-31,48214000.0,-5028782503.752925,2678659026.7719755,-122021993.0,-25933000.0,-97490000.0,-434363725.33045274,-75209000.0,127000.0,127000.0,-75082000.0,-113345135.4520958,-75082000.0,-150828726.78345707,-75082000,118022468.97815126,-75082000,-75082000
7067,GRTS,2022,2022-12-31,9263583.0,-5028782503.752925,2678659026.7719755,-129542304.0,-28970000.0,-111403000.0,-434363725.33045274,-120428000.0,741000.0,741000.0,-119687000.0,-113345135.4520958,-119687000.0,-150828726.78345707,-119687000,118022468.97815126,-119687000,-119687000
7068,GRTS,2023,2023-12-31,1329048.0,-5028782503.752925,2678659026.7719755,-140937829.0,-28783000.0,-127182000.0,-434363725.33045274,-139621000.0,1131000.0,1163000.0,-138490000.0,-113345135.4520958,-138490000.0,-150828726.78345707,-138490000,118022468.97815126,-138490000,-138490000
7069,GRTX,2019,2019-12-31,7007066424.473572,-5028782503.752925,2678659026.7719755,-50691000.0,-8358000.0,-42333000.0,-434363725.33045274,-50691000.0,-1248000.0,-1208000.0,-51939000.0,-113345135.4520958,-51939000.0,9000.0,-51930000,118022468.97815126,-51930000,-59106000
7070,GRTX,2020,2020-12-31,7007066424.473572,-5028782503.752925,2678659026.7719755,-70553000.0,-15708000.0,-54845000.0,-434363725.33045274,-70553000.0,-3681000.0,-3706000.0,-74234000.0,-113345135.4520958,-74234000.0,16000.0,-74218000,118022468.97815126,-74218000,-74218000
7071,GRTX,2021,2021-12-31,7007066424.473572,-5028782503.752925,2678659026.7719755,-73368000.0,-20951000.0,-52417000.0,-434363725.33045274,-73368000.0,-7166000.0,-7162000.0,-80534000.0,-113345135.4520958,-80534000.0,-150828726.78345707,-80534000,118022468.97815126,-80534000,-80534000
7072,GRTX,2022,2022-12-31,7007066424.473572,-5028782503.752925,2678659026.7719755,-51226000.0,-20214000.0,-31012000.0,-434363725.33045274,-51226000.0,-11066000.0,-11065000.0,-62292000.0,-113345135.4520958,-62292000.0,70000.0,-62222000,118022468.97815126,-62222000,-62222000
7073,GRTX,2023,2023-12-31,7007066424.473572,-5028782503.752925,2678659026.7719755,-46951000.0,-22836000.0,-24115000.0,-434363725.33045274,-46951000.0,-9822000.0,-9819000.0,-56773000.0,-2309000.0,-59082000.0,-150828726.78345707,-59082000,118022468.97815126,-59082000,-59082000
7080,GRWG,2019,2019-12-31,79734000.0,-57729000.0,22005000.0,-20422000.0,-9282000.0,-1046124105.7772971,-1045000.0,1583000.0,-261000.0,-256000.0,1322000.0,-113345135.4520958,1322000.0,-150828726.78345707,1322000,118022468.97815126,1322000,1322000
7081,GRWG,2020,2020-12-31,193365000.0,-142317000.0,51048000.0,-42031000.0,-20871000.0,-1046124105.7772971,-2436000.0,9017000.0,142000.0,30000.0,9159000.0,-580000.0,8579000.0,-3251000.0,5328000,118022468.97815126,5328000,5328000
7082,GRWG,2021,2021-12-31,422489000.0,-304248000.0,118241000.0,-101811000.0,-39469000.0,-1046124105.7772971,-12600000.0,16430000.0,227000.0,443000.0,16657000.0,-1428000.0,15229000.0,-2443000.0,12786000,118022468.97815126,12786000,12786000
7083,GRWG,2022,2022-12-31,278166000.0,-207903000.0,70263000.0,-108570000.0,-36758000.0,-1046124105.7772971,-17132000.0,-38307000.0,1243000.0,559000.0,-37064000.0,-129568000.0,-166632000.0,2885000.0,-163747000,118022468.97815126,-163747000,-163747000
7084,GRWG,2023,2023-12-31,225882000.0,-164624000.0,61258000.0,-94488000.0,-29799000.0,-1046124105.7772971,-16607000.0,-33230000.0,3380000.0,2599000.0,-29850000.0,-16614000.0,-46464000.0,-32000.0,-46496000,118022468.97815126,-46496000,-46496000
7085,GSAT,2019,2019-12-31,131718000.0,-53635000.0,78083000.0,-141005000.0,-45233000.0,-1046124105.7772971,-95772000.0,-62922000.0,-65158000.0,-62464000.0,-128080000.0,143949000.0,15869000.0,-545000.0,15324000,118022468.97815126,15324000,15324000
7086,GSAT,2020,2020-12-31,128487000.0,-48681000.0,79806000.0,-138553000.0,-41738000.0,-1046124105.7772971,-96815000.0,-58747000.0,-50636000.0,-48429000.0,-109383000.0,406000.0,-108977000.0,-662000.0,-109639000,118022468.97815126,-109639000,-109639000
7087,GSAT,2021,2021-12-31,124297000.0,-51963000.0,72334000.0,-137595000.0,-34629000.0,-1046124105.7772971,-96237000.0,-65261000.0,-49844000.0,-43536000.0,-115105000.0,2181000.0,-112924000.0,299000.0,-112625000,118022468.97815126,-112625000,-112625000
7088,GSAT,2022,2022-12-31,148504000.0,-65020000.0,83484000.0,-137987000.0,-33349000.0,-1046124105.7772971,-93884000.0,-54503000.0,-36760000.0,-30168000.0,-91263000.0,-165579000.0,-256842000.0,-73000.0,-256915000,118022468.97815126,-256915000,-256915000
7089,GSAT,2023,2023-12-31,223808000.0,-69472000.0,154336000.0,-154138000.0,-43458000.0,-1046124105.7772971,-88191000.0,198000.0,-9747000.0,-14609000.0,-9549000.0,-14046000.0,-23595000.0,-1123000.0,-24718000,118022468.97815126,-24718000,-24718000
7090,GSBD,2019,2019-12-31,143843000.0,-5028782503.752925,2678659026.7719755,-65652000.0,-2469000.0,-1046124105.7772971,-434363725.33045274,78191000.0,-106720486.42745823,-118490421.49102229,78191000.0,-5640000.0,72551000.0,-1819000.0,70732000,-34584000.0,36148000,36148000
7091,GSBD,2020,2020-12-31,170227000.0,-5028782503.752925,2678659026.7719755,-97980000.0,-2877000.0,-1046124105.7772971,-434363725.33045274,72247000.0,-106720486.42745823,-118490421.49102229,72247000.0,4458000.0,76705000.0,-1429000.0,75276000,100837000.0,176113000,176113000
7092,GSBD,2021,2021-12-31,346980000.0,-5028782503.752925,2678659026.7719755,-138966000.0,-3411000.0,-1046124105.7772971,-434363725.33045274,208014000.0,-43337000.0,-118490421.49102229,164677000.0,30509000.0,195186000.0,-1283000.0,193903000,-1476000.0,192427000,192427000
7093,GSBD,2022,2022-12-31,357452000.0,-5028782503.752925,2678659026.7719755,-135319000.0,-4370000.0,-1046124105.7772971,-434363725.33045274,222133000.0,-152659000.0,-118490421.49102229,69474000.0,10351000.0,79825000.0,-4453000.0,75372000,-20369000.0,55003000,55003000
7094,GSBD,2023,2023-12-31,454914000.0,-5028782503.752925,2678659026.7719755,-203994000.0,-4269000.0,-1046124105.7772971,-434363725.33045274,250920000.0,-46412000.0,-118490421.49102229,204508000.0,286000.0,204794000.0,-4842000.0,199952000,-4078000.0,195874000,195874000
7097,GSHD,2019,2019-12-31,77486000.0,-42440000.0,35046000.0,-20973000.0,-19042000.0,-1046124105.7772971,-1931000.0,14073000.0,-2387000.0,-2387000.0,11686000.0,-113345135.4520958,11686000.0,-1304000.0,10382000,118022468.97815126,3567000,3567000
7098,GSHD,2020,2020-12-31,117014000.0,-67366000.0,49648000.0,-29708000.0,-24985000.0,-1046124105.7772971,-3147000.0,19940000.0,-2220000.0,-2310000.0,17720000.0,-113345135.4520958,17720000.0,1035000.0,18755000,118022468.97815126,9287000,9287000
7099,GSHD,2021,2021-12-31,151312000.0,-94978000.0,56334000.0,-47661000.0,-39789000.0,-1046124105.7772971,-4873000.0,8673000.0,-2669000.0,-2854000.0,6004000.0,-113345135.4520958,6004000.0,2292000.0,8296000,118022468.97815126,5403000,5403000
7100,GSHD,2022,2022-12-31,209390000.0,-133293000.0,76097000.0,-65969000.0,-52887000.0,-1046124105.7772971,-6884000.0,10128000.0,-4999000.0,-4999000.0,5129000.0,-113345135.4520958,5129000.0,-2499000.0,2630000,118022468.97815126,565000,565000
7101,GSHD,2023,2023-12-31,261276000.0,-152604000.0,108672000.0,-75716000.0,-62111000.0,-1046124105.7772971,-9244000.0,32956000.0,-6568000.0,-6568000.0,26388000.0,-113345135.4520958,26388000.0,-2692000.0,23696000,118022468.97815126,14140000,14140000
7112,GT,2019,2019-12-31,14745000000.0,-11602000000.0,3143000000.0,-2323000000.0,-2323000000.0,-1046124105.7772971,-434363725.33045274,820000000.0,-438000000.0,-340000000.0,382000000.0,-205000000.0,177000000.0,-474000000.0,-297000000,118022468.97815126,-311000000,-311000000
7113,GT,2020,2020-12-31,12321000000.0,-10337000000.0,1984000000.0,-2192000000.0,-2192000000.0,-1046124105.7772971,-434363725.33045274,-208000000.0,-443000000.0,-324000000.0,-651000000.0,-489000000.0,-1140000000.0,-110000000.0,-1250000000,118022468.97815126,-1254000000,-1254000000
7114,GT,2021,2021-12-31,17478000000.0,-13692000000.0,3786000000.0,-2699000000.0,-2699000000.0,-1046124105.7772971,-434363725.33045274,1087000000.0,-481000000.0,-387000000.0,606000000.0,-93000000.0,513000000.0,267000000.0,780000000,118022468.97815126,764000000,764000000
7115,GT,2022,2022-12-31,20805000000.0,-16953000000.0,3852000000.0,-2798000000.0,-2798000000.0,-1046124105.7772971,-434363725.33045274,1054000000.0,-526000000.0,-451000000.0,528000000.0,-129000000.0,399000000.0,-190000000.0,209000000,118022468.97815126,202000000,202000000
7116,GT,2023,2023-12-31,20066000000.0,-16557000000.0,3509000000.0,-2814000000.0,-2814000000.0,-1046124105.7772971,-434363725.33045274,695000000.0,-640000000.0,-532000000.0,55000000.0,-732000000.0,-677000000.0,-10000000.0,-687000000,118022468.97815126,-689000000,-689000000
7117,GTBIF,2019,2019-12-31,216433000.0,-109402000.0,107031000.0,-134721000.0,-134721000.0,-1046124105.7772971,-434363725.33045274,-27690000.0,-22512000.0,-12193000.0,-50202000.0,-113345135.4520958,-50202000.0,-9344000.0,-59546000,118022468.97815126,-59116000,-59116000
7118,GTBIF,2020,2020-12-31,556573000.0,-252404000.0,304169000.0,-198062000.0,-198062000.0,-1046124105.7772971,-434363725.33045274,106107000.0,-3176000.0,-18553000.0,102931000.0,-113345135.4520958,102931000.0,-83853000.0,19078000,118022468.97815126,14993000,14993000
7119,GTBIF,2021,2021-12-31,893560000.0,-401631000.0,491929000.0,-277087000.0,-277087000.0,-1046124105.7772971,-434363725.33045274,214842000.0,-9867000.0,-20544000.0,204975000.0,-113345135.4520958,204975000.0,-124612000.0,80363000,118022468.97815126,75436000,75436000
7120,GTBIF,2022,2022-12-31,1017375000.0,-513412000.0,503963000.0,-294396000.0,-294396000.0,-1046124105.7772971,-434363725.33045274,209567000.0,-12632000.0,-17131000.0,196935000.0,-88503000.0,108432000.0,-94777000.0,13655000,118022468.97815126,11978000,11978000
7121,GTBIF,2023,2023-12-31,1054553000.0,-528058000.0,526495000.0,-341863000.0,-341863000.0,-1046124105.7772971,-434363725.33045274,184632000.0,-28583000.0,-12376000.0,156049000.0,-113345135.4520958,156049000.0,-118630000.0,37419000,118022468.97815126,36267000,36267000
7123,GTE,2019,2019-12-31,570983000.0,-203604000.0,367379000.0,-261534000.0,-36501000.0,-1046124105.7772971,-225033000.0,105845000.0,-56085000.0,-42572000.0,49760000.0,46215000.0,95975000.0,-57285000.0,38690000,118022468.97815126,38690000,38690000
7124,GTE,2020,2020-12-31,237838000.0,-125110000.0,112728000.0,-189583000.0,-25350000.0,-1046124105.7772971,-164233000.0,-76855000.0,-57979000.0,-53795000.0,-134834000.0,-718527000.0,-853361000.0,75394000.0,-777967000,118022468.97815126,-777967000,-777967000
7125,GTE,2021,2021-12-31,473722000.0,-147340000.0,326382000.0,-176137000.0,-36263000.0,-1046124105.7772971,-139874000.0,150245000.0,-74858000.0,-54381000.0,75387000.0,-52251000.0,23136000.0,19346000.0,42482000,118022468.97815126,42482000,42482000
7126,GTE,2022,2022-12-31,711388000.0,-172582000.0,538806000.0,-221237000.0,-40957000.0,-1046124105.7772971,-180280000.0,317569000.0,-48628000.0,-46050000.0,268941000.0,-24006000.0,244935000.0,-105906000.0,139029000,118022468.97815126,139029000,139029000
7127,GTE,2023,2023-12-31,636957000.0,-201410000.0,435547000.0,-261430000.0,-45846000.0,-1046124105.7772971,-215584000.0,174117000.0,-65645000.0,-53823000.0,108472000.0,-2312000.0,106160000.0,-112447000.0,-6287000,118022468.97815126,-6287000,-6287000
7128,GTES,2019,2019-12-31,3087100000.0,-1944600000.0,1142500000.0,-786400000.0,-777300000.0,-1046124105.7772971,-434363725.33045274,356100000.0,-148000000.0,-157800000.0,208100000.0,-9300000.0,198800000.0,495900000.0,694700000,-600000.0,690100000,690100000
7129,GTES,2020,2020-12-31,2793000000.0,-1758300000.0,1034700000.0,-775900000.0,-776900000.0,-1046124105.7772971,-434363725.33045274,258800000.0,-140100000.0,-154300000.0,118700000.0,-47700000.0,71000000.0,19300000.0,90300000,-300000.0,79400000,79400000
7130,GTES,2021,2021-12-31,3474400000.0,-2135200000.0,1339200000.0,-844300000.0,-852700000.0,-1046124105.7772971,-434363725.33045274,494900000.0,-133500000.0,-133500000.0,361400000.0,-11700000.0,349700000.0,-18400000.0,331300000,118022468.97815126,297100000,297100000
7131,GTES,2022,2022-12-31,3554200000.0,-2303600000.0,1250600000.0,-840700000.0,-853700000.0,-1046124105.7772971,-434363725.33045274,409900000.0,-139400000.0,-139400000.0,270500000.0,-12700000.0,257800000.0,-14900000.0,242900000,-400000.0,220800000,220800000
7132,GTES,2023,2023-12-31,3570200000.0,-2211300000.0,1358900000.0,-896500000.0,-882200000.0,-1046124105.7772971,-434363725.33045274,462400000.0,-163200000.0,-163200000.0,299200000.0,-13900000.0,285300000.0,-28300000.0,257000000,-600000.0,232900000,232900000
7133,GTHX,2019,2019-12-31,7007066424.473572,-5028782503.752925,2678659026.7719755,-129041000.0,-40039000.0,-89002000.0,-434363725.33045274,-129041000.0,6594000.0,6579000.0,-122447000.0,-113345135.4520958,-122447000.0,-150828726.78345707,-122447000,118022468.97815126,-122447000,-122447000
7134,GTHX,2020,2020-12-31,45285000.0,-5028782503.752925,2678659026.7719755,-141761000.0,-68490000.0,-73271000.0,-434363725.33045274,-96476000.0,-1368000.0,-826000.0,-97844000.0,-113345135.4520958,-97844000.0,-1410000.0,-99254000,118022468.97815126,-99254000,-99254000
7135,GTHX,2021,2021-12-31,31476000.0,-2016000.0,29460000.0,-171917000.0,-95692000.0,-76225000.0,-434363725.33045274,-142457000.0,-4970000.0,-4624000.0,-147427000.0,-113345135.4520958,-147427000.0,-925000.0,-148352000,118022468.97815126,-148352000,-148352000
7136,GTHX,2022,2022-12-31,51301000.0,-3748000.0,47553000.0,-183731000.0,-100415000.0,-83316000.0,-434363725.33045274,-136178000.0,-9681000.0,-9684000.0,-145859000.0,-113345135.4520958,-145859000.0,-1700000.0,-147559000,118022468.97815126,-147559000,-147559000
7137,GTHX,2023,2023-12-31,82511000.0,-7195000.0,75316000.0,-114843000.0,-71132000.0,-43711000.0,-434363725.33045274,-39527000.0,-5325000.0,-7565000.0,-44852000.0,-113345135.4520958,-44852000.0,-3115000.0,-47967000,118022468.97815126,-47967000,-47967000
7155,GTX,2019,2019-12-31,3248000000.0,-2555000000.0,693000000.0,-279000000.0,-231000000.0,-1046124105.7772971,-434363725.33045274,414000000.0,-68000000.0,-68000000.0,346000000.0,-113345135.4520958,346000000.0,-33000000.0,313000000,118022468.97815126,313000000,313000000
7156,GTX,2020,2020-12-31,3034000000.0,-2495000000.0,539000000.0,-268000000.0,-260000000.0,-1046124105.7772971,-434363725.33045274,271000000.0,-79000000.0,-79000000.0,192000000.0,-73000000.0,119000000.0,-39000000.0,80000000,118022468.97815126,80000000,80000000
7157,GTX,2021,2021-12-31,3633000000.0,-2926000000.0,707000000.0,-216000000.0,-216000000.0,-1046124105.7772971,-434363725.33045274,491000000.0,-78000000.0,-83000000.0,413000000.0,125000000.0,538000000.0,-43000000.0,495000000,118022468.97815126,495000000,398000000
7158,GTX,2022,2022-12-31,3603000000.0,-2920000000.0,683000000.0,-216000000.0,-216000000.0,-1046124105.7772971,-434363725.33045274,467000000.0,37000000.0,-8000000.0,504000000.0,-8000000.0,496000000.0,-106000000.0,390000000,118022468.97815126,390000000,233000000
7159,GTX,2023,2023-12-31,3886000000.0,-3130000000.0,756000000.0,-247000000.0,-247000000.0,-1046124105.7772971,-434363725.33045274,509000000.0,-162000000.0,-159000000.0,347000000.0,-113345135.4520958,347000000.0,-86000000.0,261000000,118022468.97815126,261000000,-51000000
7160,GTY,2019,2019-12-31,140655000.0,-24978000.0,115677000.0,-40538000.0,-15377000.0,-1046124105.7772971,-25161000.0,75139000.0,-17039000.0,-24632000.0,58100000.0,-8377000.0,49723000.0,-150828726.78345707,49723000,118022468.97815126,49723000,49723000
7161,GTY,2020,2020-12-31,147346000.0,-23520000.0,123826000.0,-47485000.0,-17294000.0,-1046124105.7772971,-30191000.0,76341000.0,-4956000.0,-26085000.0,71385000.0,-1997000.0,69388000.0,-150828726.78345707,69388000,118022468.97815126,69388000,69388000
7162,GTY,2021,2021-12-31,155408000.0,-22048000.0,133360000.0,-55669000.0,-20151000.0,-1046124105.7772971,-35518000.0,77691000.0,-23597000.0,-24672000.0,54094000.0,8766000.0,62860000.0,-150828726.78345707,62860000,118022468.97815126,62860000,62860000
7163,GTY,2022,2022-12-31,165588000.0,-21553000.0,144035000.0,-60523000.0,-20621000.0,-1046124105.7772971,-39902000.0,83512000.0,-27249000.0,-27662000.0,56263000.0,33780000.0,90043000.0,-150828726.78345707,90043000,118022468.97815126,90043000,90043000
7164,GTY,2023,2023-12-31,185846000.0,-23789000.0,162057000.0,-69031000.0,-23735000.0,-1046124105.7772971,-45296000.0,93026000.0,-30953000.0,-31527000.0,62073000.0,-1922000.0,60151000.0,-150828726.78345707,60151000,118022468.97815126,60151000,60151000
7169,GURE,2019,2019-12-31,10596521.0,-20605549.0,-10009028.0,-13285355.0,-13285355.0,-1046124105.7772971,-434363725.33045274,-23294383.0,301325.0,301325.0,-22993058.0,-113345135.4520958,-22993058.0,-2806987.0,-25800045,118022468.97815126,-25800045,-25800045
7170,GURE,2020,2020-12-31,28207024.0,-27585424.0,621600.0,-10304992.0,-10282606.0,-1046124105.7772971,-434363725.33045274,-9683392.0,154877.0,154877.0,-9528515.0,-113345135.4520958,-9528515.0,1108471.0,-8420044,118022468.97815126,-8420044,-8420044
7171,GURE,2021,2021-12-31,55030586.0,-37850977.0,17179609.0,-11968739.0,-9588199.0,-1046124105.7772971,-434363725.33045274,5210870.0,162630.0,157994.0,5373500.0,-113345135.4520958,5373500.0,-6298218.0,-924718,118022468.97815126,-924718,-924718
7172,GURE,2022,2022-12-31,66094486.0,-40671781.0,25422705.0,-8941009.0,-6090950.0,-1046124105.7772971,-434363725.33045274,16481696.0,164739.0,164739.0,16646435.0,-113345135.4520958,16646435.0,-6586985.0,10059450,118022468.97815126,10059450,10059450
7173,GURE,2023,2023-12-31,30043790.0,-37634628.0,-7590838.0,-4299887.0,-4299887.0,-1046124105.7772971,-434363725.33045274,-11890725.0,-46365937.0,144919.0,-58256662.0,-113345135.4520958,-58256662.0,-3538617.0,-61795279,118022468.97815126,-61795279,-61795279
7174,GVA,2019,2019-12-31,2914877000.0,-2725092000.0,189785000.0,-244882000.0,-238147000.0,-1046124105.7772971,-434363725.33045274,-55097000.0,1500000.0,-10796000.0,-53597000.0,13373000.0,-40224000.0,12288000.0,-27936000,-28766000.0,-60191000,-28766000
7175,GVA,2020,2020-12-31,3562459000.0,-3217671000.0,344788000.0,-353373000.0,-316284000.0,-1046124105.7772971,-434363725.33045274,-8585000.0,-8118000.0,-21104000.0,-16703000.0,-149760000.0,-166463000.0,282000.0,-166181000,118022468.97815126,-145117000,-145117000
7176,GVA,2021,2021-12-31,3501865000.0,-3139220000.0,362645000.0,-404366000.0,-303015000.0,-1046124105.7772971,-434363725.33045274,-41721000.0,-2591000.0,-19563000.0,-44312000.0,66439000.0,22127000.0,-19713000.0,2414000,118022468.97815126,10096000,10096000
7177,GVA,2022,2022-12-31,3301256000.0,-2931762000.0,369494000.0,-296730000.0,-272610000.0,-1046124105.7772971,-434363725.33045274,72764000.0,6436000.0,-6096000.0,79200000.0,12617000.0,91817000.0,-12960000.0,78857000,118022468.97815126,83302000,83302000
7178,GVA,2023,2023-12-31,3509138000.0,-3112739000.0,396399000.0,-344683000.0,-294466000.0,-1046124105.7772971,-434363725.33045274,51716000.0,30844000.0,-924000.0,82560000.0,-22706000.0,59854000.0,-30267000.0,29587000,118022468.97815126,43599000,43599000
7187,GWW,2019,2019-12-31,11486000000.0,-7089000000.0,4397000000.0,-3135000000.0,-3135000000.0,-1046124105.7772971,-434363725.33045274,1262000000.0,-53000000.0,-79000000.0,1209000000.0,-113345135.4520958,1209000000.0,-314000000.0,895000000,118022468.97815126,849000000,849000000
7188,GWW,2020,2020-12-31,11797000000.0,-7559000000.0,4238000000.0,-3219000000.0,-3219000000.0,-1046124105.7772971,-434363725.33045274,1019000000.0,-72000000.0,-93000000.0,947000000.0,-113345135.4520958,947000000.0,-192000000.0,755000000,118022468.97815126,695000000,695000000
7189,GWW,2021,2021-12-31,13022000000.0,-8302000000.0,4720000000.0,-3173000000.0,-3173000000.0,-1046124105.7772971,-434363725.33045274,1547000000.0,-62000000.0,-87000000.0,1485000000.0,-113345135.4520958,1485000000.0,-371000000.0,1114000000,118022468.97815126,1043000000,1043000000
7190,GWW,2022,2022-12-31,15228000000.0,-9379000000.0,5849000000.0,-3634000000.0,-3634000000.0,-1046124105.7772971,-434363725.33045274,2215000000.0,-69000000.0,-93000000.0,2146000000.0,-113345135.4520958,2146000000.0,-533000000.0,1613000000,118022468.97815126,1547000000,1547000000
7191,GWW,2023,2023-12-31,16478000000.0,-9982000000.0,6496000000.0,-3931000000.0,-3931000000.0,-1046124105.7772971,-434363725.33045274,2565000000.0,-65000000.0,-93000000.0,2500000000.0,-113345135.4520958,2500000000.0,-597000000.0,1903000000,118022468.97815126,1829000000,1829000000
7199,H,2019,2019-12-31,5020000000.0,-4077000000.0,943000000.0,-746000000.0,-417000000.0,-1046124105.7772971,-329000000.0,197000000.0,42000000.0,-75000000.0,239000000.0,767000000.0,1006000000.0,-240000000.0,766000000,118022468.97815126,766000000,766000000
7200,H,2020,2020-12-31,2066000000.0,-5028782503.752925,2678659026.7719755,-2698000000.0,-2698000000.0,-1046124105.7772971,-434363725.33045274,-632000000.0,-290000000.0,-128000000.0,-922000000.0,-38000000.0,-960000000.0,257000000.0,-703000000,118022468.97815126,-703000000,-703000000
7201,H,2021,2021-12-31,3028000000.0,-2491000000.0,537000000.0,-788000000.0,-478000000.0,-1046124105.7772971,-310000000.0,-251000000.0,-154000000.0,-163000000.0,-405000000.0,449000000.0,44000000.0,-266000000.0,-222000000,118022468.97815126,-222000000,-222000000
7202,H,2022,2022-12-31,5891000000.0,-3828000000.0,2063000000.0,-1665000000.0,-1239000000.0,-1046124105.7772971,-426000000.0,398000000.0,-185000000.0,-150000000.0,213000000.0,150000000.0,363000000.0,92000000.0,455000000,118022468.97815126,455000000,455000000
7203,H,2023,2023-12-31,6667000000.0,-4502000000.0,2165000000.0,-1860000000.0,-1463000000.0,-1046124105.7772971,-397000000.0,305000000.0,-38000000.0,-145000000.0,267000000.0,43000000.0,310000000.0,-90000000.0,220000000,118022468.97815126,220000000,220000000
7219,HAL,2019,2019-12-31,22408000000.0,-20123000000.0,2285000000.0,-227000000.0,-227000000.0,-1046124105.7772971,-434363725.33045274,2058000000.0,-674000000.0,-569000000.0,1384000000.0,-2506000000.0,-1122000000.0,-7000000.0,-1129000000,118022468.97815126,-1131000000,-1131000000
7220,HAL,2020,2020-12-31,14445000000.0,-12900000000.0,1545000000.0,-182000000.0,-182000000.0,-1046124105.7772971,-434363725.33045274,1363000000.0,-616000000.0,-505000000.0,747000000.0,-3967000000.0,-3220000000.0,278000000.0,-2942000000,118022468.97815126,-2945000000,-2945000000
