,Ticker,Fiscal Year,Report Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common)
7,AA,2019,2019-12-31,10433000000.0,-8537000000.0,1896000000.0,-1020000000.0,-280000000.0,-27000000.0,-713000000.0,876000000.0,-283000000.0,-121000000.0,593000000.0,-1031000000.0,-438000000.0,-415000000.0,-853000000,118022468.97815126,-1125000000,-1125000000
8,AA,2020,2020-12-31,9286000000.0,-7969000000.0,1317000000.0,-886000000.0,-206000000.0,-27000000.0,-653000000.0,431000000.0,-154000000.0,-146000000.0,277000000.0,-104000000.0,173000000.0,-187000000.0,-14000000,118022468.97815126,-170000000,-170000000
9,AA,2021,2021-12-31,12152000000.0,-9153000000.0,2999000000.0,-922000000.0,-227000000.0,-31000000.0,-664000000.0,2077000000.0,250000000.0,-195000000.0,2327000000.0,-1128000000.0,1199000000.0,-629000000.0,570000000,118022468.97815126,429000000,429000000
10,AA,2022,2022-12-31,12451000000.0,-10212000000.0,2239000000.0,-853000000.0,-204000000.0,-32000000.0,-617000000.0,1386000000.0,12000000.0,-106000000.0,1398000000.0,-696000000.0,702000000.0,-664000000.0,38000000,118022468.97815126,-123000000,-123000000
11,AA,2023,2023-12-31,10551000000.0,-9813000000.0,738000000.0,-897000000.0,-226000000.0,-39000000.0,-632000000.0,-159000000.0,-241000000.0,-107000000.0,-400000000.0,-184000000.0,-584000000.0,-189000000.0,-773000000,118022468.97815126,-651000000,-651000000
24,AAL,2019,2019-12-31,45768000000.0,-32654000000.0,13114000000.0,-10049000000.0,-2004000000.0,-1046124105.7772971,-1982000000.0,3065000000.0,-809000000.0,-968000000.0,2256000000.0,-113345135.4520958,2256000000.0,-570000000.0,1686000000,118022468.97815126,1686000000,1686000000
25,AAL,2020,2020-12-31,17337000000.0,-22523000000.0,-5186000000.0,-5235000000.0,-666000000.0,-1046124105.7772971,-2040000000.0,-10421000000.0,-1032000000.0,-1186000000.0,-11453000000.0,-113345135.4520958,-11453000000.0,2568000000.0,-8885000000,118022468.97815126,-8885000000,-8885000000
26,AAL,2021,2021-12-31,29882000000.0,-27836000000.0,2046000000.0,-7111000000.0,-1098000000.0,-1046124105.7772971,-2019000000.0,-5065000000.0,-1489000000.0,-1782000000.0,-6554000000.0,4006000000.0,-2548000000.0,555000000.0,-1993000000,118022468.97815126,-1993000000,-1993000000
27,AAL,2022,2022-12-31,48971000000.0,-37957000000.0,11014000000.0,-9214000000.0,-1815000000.0,-1046124105.7772971,-1977000000.0,1800000000.0,-1421000000.0,-1746000000.0,379000000.0,-193000000.0,186000000.0,-59000000.0,127000000,118022468.97815126,127000000,127000000
28,AAL,2023,2023-12-31,52788000000.0,-39042000000.0,13746000000.0,-9741000000.0,-1799000000.0,-1046124105.7772971,-1936000000.0,4005000000.0,-1913000000.0,-1554000000.0,2092000000.0,-971000000.0,1121000000.0,-299000000.0,822000000,118022468.97815126,822000000,822000000
29,AAMC,2019,2019-12-31,15733196.0,-16989201.0,-1269654.0,-7769360.0,-7776867.0,-1046124105.7772971,-434363725.33045274,-9030087.0,6753000.0,-118490421.49102229,-2274240.0,-113345135.4520958,-10392000.0,-337973.0,-2616343,7944000.0,-2613000,-2819000
30,AAMC,2020,2020-12-31,7007066424.473572,-11977000.0,-11977000.0,-8533000.0,-8532704.0,-1046124105.7772971,-434363725.33045274,-20510000.0,6559000.0,-118490421.49102229,-13951000.0,-113345135.4520958,-13951000.0,-769000.0,-14720000,54541000.0,39821000,39779000
31,AAMC,2021,2021-12-31,7007066424.473572,-5635000.0,-5635000.0,-10989000.0,-11057825.0,-1046124105.7772971,-434363725.33045274,-16624000.0,3095000.0,-60000.0,-8955317.0,4585000.0,-8944000.0,-3273000.0,75641461,6213000.0,81892076,81899032
32,AAMC,2022,2022-12-31,562302.0,-5028782503.752925,2678659026.7719755,-16777000.0,-9361738.0,-1046124105.7772971,-122000.0,-11812000.0,-1296000.0,-1328000.0,-15553234.0,-2476000.0,-15584000.0,-350000.0,-10826756,118022468.97815126,-10830076,-10814235
33,AAMC,2023,2023-12-31,-17322891.0,-5028782503.752925,2678659026.7719755,-18562000.0,-9047319.0,-1046124105.7772971,-721000.0,-13181000.0,-2751000.0,-2793000.0,-32017540.0,-16041000.0,-31973000.0,-573000.0,-32546000,118022468.97815126,-32546000,-32546000
34,AAN,2019,2019-12-31,1784477000.0,-672461000.0,1112016000.0,-926767000.0,-499993000.0,-1046124105.7772971,-434363725.33045274,185249000.0,-13086000.0,-16967000.0,34304771.0,-137893000.0,34270000.0,-6171000.0,28099000,118022468.97815126,28099000,28099000
35,AAN,2020,2020-12-31,1734919000.0,-651377000.0,1083542000.0,-894417724.0,-476575000.0,-1046124105.7772971,-434363725.33045274,187904726.0,-7697000.0,-10006000.0,-397730852.0,-565342000.0,-397814000.0,131902000.0,-265912000,118022468.97815126,-265912000,-265912000
36,AAN,2021,2021-12-31,1845504000.0,-686015000.0,1159489000.0,-911690858.0,-739571689.0,-1046124105.7772971,-434363725.33045274,246236302.0,121000.0,-22517305.0,145535511.0,-83838000.0,145870000.0,-35936000.0,109934000,118022468.97815126,109934000,109934000
37,AAN,2022,2022-12-31,2249434000.0,-1087661000.0,1161773000.0,-985240331.0,-785746481.0,-1046124105.7772971,-434363725.33045274,176261681.0,-12195000.0,-40878009.0,-14735740.0,-159034000.0,-14743000.0,9463000.0,-5280000,118022468.97815126,-5280000,-5280000
38,AAN,2023,2023-12-31,2139890000.0,-1020571000.0,1119319000.0,-981842944.0,-793303714.0,-1046124105.7772971,-434363725.33045274,137873617.0,-13608000.0,-48974235.0,-1056859.0,-100931000.0,-1058000.0,3881000.0,2823000,118022468.97815126,2823000,2823000
39,AAOI,2019,2019-12-31,190872000.0,-144671000.0,46201000.0,-94948000.0,-51549000.0,-43399000.0,-434363725.33045274,-48747000.0,-2640000.0,-4480000.0,-51387000.0,-113345135.4520958,-51387000.0,-14662000.0,-66049000,118022468.97815126,-66049000,-66049000
40,AAOI,2020,2020-12-31,234623000.0,-184082000.0,50541000.0,-99383000.0,-55990000.0,-43393000.0,-434363725.33045274,-48842000.0,-2382000.0,-5380000.0,-51224000.0,-113345135.4520958,-51224000.0,-7228000.0,-58452000,118022468.97815126,-58452000,-58452000
41,AAOI,2021,2021-12-31,211565000.0,-173850000.0,37715000.0,-94481000.0,-53261000.0,-41220000.0,-434363725.33045274,-56766000.0,2606000.0,-5550000.0,-54160000.0,-113345135.4520958,-54160000.0,-2000.0,-54162000,118022468.97815126,-54162000,-54162000
42,AAOI,2022,2022-12-31,222818000.0,-189191000.0,33627000.0,-92625000.0,-56381000.0,-36244000.0,-434363725.33045274,-58998000.0,-7398000.0,-6193000.0,-66396000.0,-113345135.4520958,-66396000.0,-1000.0,-66397000,118022468.97815126,-66397000,-66397000
43,AAOI,2023,2023-12-31,217646000.0,-158725000.0,58921000.0,-100270000.0,-64295000.0,-35975000.0,-434363725.33045274,-41349000.0,-14690000.0,-8819000.0,-56039000.0,-113345135.4520958,-56039000.0,-9000.0,-56048000,118022468.97815126,-56048000,-56048000
44,AAON,2019,2019-12-31,469333000.0,-349908000.0,119425000.0,-52077000.0,-52077000.0,-1046124105.7772971,-434363725.33045274,67348000.0,20000.0,66000.0,67368000.0,-337000.0,67031000.0,-13320000.0,53711000,118022468.97815126,53711000,53711000
45,AAON,2020,2020-12-31,514551000.0,-358702000.0,155849000.0,-60491000.0,-60491000.0,-1046124105.7772971,-434363725.33045274,95358000.0,139000.0,88000.0,95497000.0,6478000.0,101975000.0,-22966000.0,79009000,118022468.97815126,79009000,79009000
46,AAON,2021,2021-12-31,534517000.0,-396687000.0,137830000.0,-68598000.0,-68598000.0,-1046124105.7772971,-434363725.33045274,69232000.0,-71000.0,-132000.0,69161000.0,21000.0,69182000.0,-10424000.0,58758000,118022468.97815126,58758000,58758000
47,AAON,2022,2022-12-31,888788000.0,-651216000.0,237572000.0,-110823000.0,-110823000.0,-1046124105.7772971,-434363725.33045274,126749000.0,-2228000.0,-2627000.0,124521000.0,12000.0,124533000.0,-24157000.0,100376000,118022468.97815126,100376000,100376000
48,AAON,2023,2023-12-31,1168518000.0,-769498000.0,399020000.0,-171539000.0,-171539000.0,-1046124105.7772971,-434363725.33045274,227481000.0,-4340000.0,-4843000.0,223141000.0,13000.0,223154000.0,-45531000.0,177623000,118022468.97815126,177623000,177623000
49,AAP,2019,2019-12-31,9709003000.0,-5454257000.0,4254746000.0,-3577566000.0,-3577566000.0,-1046124105.7772971,-434363725.33045274,677180000.0,-28678000.0,-39898000.0,648502000.0,-10756000.0,637746000.0,-150850000.0,486896000,118022468.97815126,486896000,486896000
50,AAP,2020,2020-12-31,10106321000.0,-5624707000.0,4481614000.0,-3731707000.0,-3731707000.0,-1046124105.7772971,-434363725.33045274,749907000.0,-50870000.0,-46886000.0,699037000.0,-48022000.0,651015000.0,-157994000.0,493021000,118022468.97815126,493021000,493021000
51,AAP,2021,2021-12-31,10997989000.0,-6074039000.0,4923950000.0,-4101585000.0,-4101585000.0,-1046124105.7772971,-434363725.33045274,822365000.0,-39872000.0,-37791000.0,782493000.0,-113345135.4520958,782493000.0,-185878000.0,596615000,118022468.97815126,596615000,596615000
52,AAP,2022,2022-12-31,11154722000.0,-6222487000.0,4932235000.0,-4261982000.0,-4261982000.0,-1046124105.7772971,-434363725.33045274,670253000.0,-58483000.0,-51060000.0,611770000.0,-7408000.0,604362000.0,-139960000.0,464402000,118022468.97815126,464402000,464402000
53,AAP,2023,2023-12-31,11287607000.0,-6764105000.0,4523502000.0,-4409125000.0,-4409125000.0,-1046124105.7772971,-434363725.33045274,114377000.0,-82530000.0,-88055000.0,31847000.0,-113345135.4520958,31847000.0,-2112000.0,29735000,118022468.97815126,29735000,29735000
59,AAT,2019,2019-12-31,366741000.0,-91967000.0,274774000.0,-161089000.0,-24871000.0,-1046124105.7772971,-96205000.0,113685000.0,-54130000.0,-54008000.0,59555000.0,633000.0,60188000.0,-150828726.78345707,60188000,118022468.97815126,60188000,60188000
60,AAT,2020,2020-12-31,344573000.0,-79178000.0,265395000.0,-176814000.0,-26581000.0,-1046124105.7772971,-108292000.0,88581000.0,-53376000.0,-53440000.0,35205000.0,-113345135.4520958,35205000.0,-150828726.78345707,35205000,118022468.97815126,27660000,27660000
61,AAT,2021,2021-12-31,375828000.0,-86980000.0,288848000.0,-188979000.0,-29879000.0,-1046124105.7772971,-116306000.0,99869000.0,-59569000.0,-58587000.0,40300000.0,-4271000.0,36029000.0,-150828726.78345707,36029000,118022468.97815126,28376000,28376000
62,AAT,2022,2022-12-31,422648000.0,-107645000.0,315003000.0,-200269000.0,-32143000.0,-1046124105.7772971,-123338000.0,114734000.0,-59505000.0,-58232000.0,55229000.0,-113345135.4520958,55229000.0,-150828726.78345707,55229000,118022468.97815126,43506000,43506000
63,AAT,2023,2023-12-31,441164000.0,-118801000.0,322363000.0,-200616000.0,-35960000.0,-1046124105.7772971,-119500000.0,121747000.0,-57818000.0,-64706000.0,63929000.0,-113345135.4520958,63929000.0,-150828726.78345707,63929000,118022468.97815126,50378000,50378000
72,ABBV,2019,2019-12-31,33266000000.0,-7439000000.0,25827000000.0,-12459000000.0,-6942000000.0,-6407000000.0,-434363725.33045274,13368000000.0,-4557000000.0,-1509000000.0,8811000000.0,-385000000.0,8426000000.0,-544000000.0,7882000000,118022468.97815126,7882000000,7882000000
73,ABBV,2020,2020-12-31,45804000000.0,-15387000000.0,30417000000.0,-17678000000.0,-11299000000.0,-6379000000.0,-434363725.33045274,12739000000.0,-7965000000.0,-2280000000.0,4774000000.0,-1376000000.0,3398000000.0,1224000000.0,4622000000,118022468.97815126,4616000000,4616000000
74,ABBV,2021,2021-12-31,56197000000.0,-17446000000.0,38751000000.0,-19703000000.0,-12349000000.0,-6922000000.0,-434363725.33045274,19048000000.0,-4935000000.0,-2384000000.0,14113000000.0,-1124000000.0,12989000000.0,-1440000000.0,11549000000,118022468.97815126,11542000000,11542000000
75,ABBV,2022,2022-12-31,58054000000.0,-17414000000.0,40640000000.0,-21826000000.0,-15260000000.0,-6510000000.0,-434363725.33045274,18814000000.0,-4640000000.0,-2044000000.0,14174000000.0,-697000000.0,13477000000.0,-1632000000.0,11845000000,118022468.97815126,11836000000,11836000000
76,ABBV,2023,2023-12-31,54318000000.0,-20415000000.0,33903000000.0,-20368000000.0,-12872000000.0,-7675000000.0,-434363725.33045274,13535000000.0,-6507000000.0,-1684000000.0,7028000000.0,-778000000.0,6250000000.0,-1377000000.0,4873000000,118022468.97815126,4863000000,4863000000
77,ABCL,2019,2019-12-31,11612000.0,-5028782503.752925,2678659026.7719755,-15729000.0,-4012000.0,-10113000.0,-1604000.0,-4117000.0,1906000.0,-54000.0,-2211000.0,-113345135.4520958,-2211000.0,-150828726.78345707,-2211000,118022468.97815126,-2211000,-2211000
78,ABCL,2020,2020-12-31,233155000.0,-5028782503.752925,2678659026.7719755,-77124000.0,-15752000.0,-29393000.0,-4836000.0,156031000.0,1802000.0,-6518000.0,157833000.0,-113345135.4520958,157833000.0,-38915000.0,118918000,118022468.97815126,118918000,118918000
79,ABCL,2021,2021-12-31,375203000.0,-45516000.0,329687000.0,-125274000.0,-48761000.0,-62062000.0,-14451000.0,204413000.0,14736000.0,3330000.0,219149000.0,-113345135.4520958,219149000.0,-65685000.0,153464000,118022468.97815126,153464000,153464000
80,ABCL,2022,2022-12-31,485424000.0,-66436000.0,418988000.0,-202477000.0,-66755000.0,-107879000.0,-27843000.0,216511000.0,22588000.0,16079000.0,239099000.0,-113345135.4520958,239099000.0,-80580000.0,158519000,118022468.97815126,158519000,158519000
81,ABCL,2023,2023-12-31,38025000.0,-5028782503.752925,2678659026.7719755,-275232000.0,-75179000.0,-175658000.0,-24395000.0,-237207000.0,63178000.0,42247000.0,-174029000.0,-113345135.4520958,-174029000.0,27631000.0,-146398000,118022468.97815126,-146398000,-146398000
82,ABEO,2019,2019-12-31,7007066424.473572,-5028782503.752925,2678659026.7719755,-77090000.0,-20705000.0,-48566000.0,-7819000.0,-77090000.0,808000.0,808000.0,-76282000.0,-113345135.4520958,-76282000.0,-150828726.78345707,-76282000,118022468.97815126,-76282000,-76282000
83,ABEO,2020,2020-12-31,10000000.0,-5028782503.752925,2678659026.7719755,-58504000.0,-23779000.0,-30139000.0,-4586000.0,-48504000.0,-2814000.0,-2814000.0,-51318000.0,-32916000.0,-84234000.0,-150828726.78345707,-84234000,118022468.97815126,-84234000,-84234000
84,ABEO,2021,2021-12-31,3000000.0,-5028782503.752925,2678659026.7719755,-60370000.0,-21644000.0,-38726000.0,-434363725.33045274,-57370000.0,-3601000.0,-3616000.0,-60971000.0,-23965000.0,-84936000.0,-150828726.78345707,-84936000,118022468.97815126,-84936000,-84936000
85,ABEO,2022,2022-12-31,1414000.0,-5028782503.752925,2678659026.7719755,-46671000.0,-17256000.0,-28965000.0,-434363725.33045274,-45257000.0,-164000.0,-305000.0,-45421000.0,5725000.0,-39696000.0,-150828726.78345707,-39696000,118022468.97815126,-39696000,-43478000
86,ABEO,2023,2023-12-31,3500000.0,-5028782503.752925,2678659026.7719755,-51700000.0,-19004000.0,-31091000.0,-434363725.33045274,-48200000.0,4642000.0,1699000.0,-43558000.0,-10630000.0,-54188000.0,-150828726.78345707,-54188000,118022468.97815126,-54188000,-54188000
87,ABG,2019,2019-12-31,7210300000.0,-6041400000.0,1168900000.0,-836800000.0,-799800000.0,-1046124105.7772971,-36200000.0,332100000.0,-92800000.0,-92800000.0,239300000.0,4600000.0,243900000.0,-59500000.0,184400000,118022468.97815126,184400000,184400000
88,ABG,2020,2020-12-31,7131800000.0,-5908400000.0,1223400000.0,-829600000.0,-781900000.0,-1046124105.7772971,-38500000.0,393800000.0,-74500000.0,-74500000.0,319300000.0,18700000.0,338000000.0,-83800000.0,254200000,118022468.97815126,254200000,254200000
89,ABG,2021,2021-12-31,9837700000.0,-7935500000.0,1902200000.0,-1110400000.0,-1073900000.0,-1046124105.7772971,-41900000.0,791800000.0,-102100000.0,-102100000.0,689700000.0,8000000.0,697700000.0,-165300000.0,532400000,118022468.97815126,532400000,532400000
90,ABG,2022,2022-12-31,15433900000.0,-12333300000.0,3100600000.0,-1828000000.0,-1763400000.0,-1046124105.7772971,-69000000.0,1272600000.0,-160600000.0,-160600000.0,1112000000.0,207100000.0,1319100000.0,-321800000.0,997300000,118022468.97815126,997300000,997300000
91,ABG,2023,2023-12-31,14802700000.0,-12046900000.0,2755800000.0,-1685100000.0,-1617400000.0,-1046124105.7772971,-67700000.0,1070700000.0,-165700000.0,-165700000.0,905000000.0,-103700000.0,801300000.0,-198800000.0,602500000,118022468.97815126,602500000,602500000
92,ABIO,2019,2019-12-31,7007066424.473572,-5028782503.752925,2678659026.7719755,-5814000.0,-3981000.0,-1833000.0,-434363725.33045274,-5814000.0,165000.0,165000.0,-5649000.0,-113345135.4520958,-5649000.0,167000.0,-5482000,118022468.97815126,-5482000,-5482000
93,ABIO,2020,2020-12-31,7007066424.473572,-5028782503.752925,2678659026.7719755,-9766000.0,-4774000.0,-4992000.0,-434363725.33045274,-9766000.0,19000.0,19000.0,-9747000.0,-113345135.4520958,-9747000.0,9000.0,-9738000,118022468.97815126,-9738000,-9738000
94,ABIO,2021,2021-12-31,7007066424.473572,-5028782503.752925,2678659026.7719755,-19335000.0,-5503000.0,-13832000.0,-434363725.33045274,-19335000.0,13000.0,13000.0,-19322000.0,-113345135.4520958,-19322000.0,-150828726.78345707,-19322000,118022468.97815126,-19322000,-19322000
95,ABIO,2022,2022-12-31,4749000.0,-5028782503.752925,2678659026.7719755,5847000.0,5847000.0,-1046124105.7772971,-434363725.33045274,10596000.0,-670000.0,-675000.0,9926000.0,-113345135.4520958,9926000.0,-150828726.78345707,9926000,118022468.97815126,9926000,9926000
96,ABIO,2023,2023-12-31,1013000.0,-5028782503.752925,2678659026.7719755,6283000.0,6283000.0,-1046124105.7772971,-434363725.33045274,7296000.0,-1957000.0,-1957000.0,5339000.0,-113345135.4520958,5339000.0,-150828726.78345707,5339000,118022468.97815126,5339000,5339000
113,ABNB,2019,2019-12-31,4805239000.0,-1196313000.0,3608926000.0,-4110469000.0,-2318700000.0,-976695000.0,-434363725.33045274,-501543000.0,89840000.0,75934000.0,-411703000.0,-113345135.4520958,-411703000.0,-262636000.0,-674339000,118022468.97815126,-674339000,-674339000
114,ABNB,2020,2020-12-31,3378000000.0,-876000000.0,2502000000.0,-5941000000.0,-2310000000.0,-2753000000.0,-434363725.33045274,-3439000000.0,-1092000000.0,-145000000.0,-4531000000.0,-151000000.0,-4682000000.0,97000000.0,-4585000000,118022468.97815126,-4585000000,-4585000000
115,ABNB,2021,2021-12-31,5992000000.0,-1156000000.0,4836000000.0,-4294000000.0,-2022000000.0,-1425000000.0,-434363725.33045274,542000000.0,-729000000.0,-425000000.0,-187000000.0,-113000000.0,-300000000.0,-52000000.0,-352000000,118022468.97815126,-352000000,-352000000
116,ABNB,2022,2022-12-31,8399000000.0,-1499000000.0,6900000000.0,-5009000000.0,-2466000000.0,-1502000000.0,-434363725.33045274,1891000000.0,187000000.0,162000000.0,2078000000.0,-89000000.0,1989000000.0,-96000000.0,1893000000,118022468.97815126,1893000000,1893000000
117,ABNB,2023,2023-12-31,9917000000.0,-1703000000.0,8214000000.0,-6696000000.0,-3788000000.0,-1722000000.0,-434363725.33045274,1518000000.0,584000000.0,638000000.0,2102000000.0,-113345135.4520958,2102000000.0,2690000000.0,4792000000,118022468.97815126,4792000000,4792000000
122,ABR,2019,2019-12-31,350170000.0,-122102000.0,228068000.0,-58059000.0,-40329000.0,-1046124105.7772971,-7510000.0,171187000.0,10635000.0,-118490421.49102229,181822000.0,-11548000.0,170274000.0,-15036000.0,155238000,118022468.97815126,128628000,121074000
123,ABR,2020,2020-12-31,339465000.0,-169216000.0,170249000.0,-194266000.0,-37348000.0,-1046124105.7772971,-7640000.0,-24017000.0,322594000.0,-118490421.49102229,298577000.0,-138188000.0,160389000.0,-40393000.0,196157000,118022468.97815126,170949000,163395000
124,ABR,2021,2021-12-31,328896000.0,-5028782503.752925,2678659026.7719755,28148000.0,-45575000.0,-1046124105.7772971,-7215000.0,357044000.0,7566000.0,-118490421.49102229,364610000.0,24915000.0,389525000.0,-46285000.0,377807000,118022468.97815126,339300000,317412000
125,ABR,2022,2022-12-31,482976000.0,-5028782503.752925,2678659026.7719755,-99644000.0,-53990000.0,-1046124105.7772971,-8732000.0,383332000.0,-17563000.0,-118490421.49102229,365769000.0,-8705000.0,357064000.0,-17484000.0,353827000,118022468.97815126,325783000,284829000
126,ABR,2023,2023-12-31,558440000.0,-5028782503.752925,2678659026.7719755,-78546000.0,-51260000.0,-1046124105.7772971,-9743000.0,479894000.0,7667000.0,-118490421.49102229,487561000.0,-83939000.0,403622000.0,-27347000.0,400556000,118022468.97815126,371434000,330065000
131,ABT,2019,2019-12-31,31904000000.0,-13231000000.0,18673000000.0,-14141000000.0,-9765000000.0,-2440000000.0,-1936000000.0,4532000000.0,-392000000.0,-576000000.0,4140000000.0,-63000000.0,4077000000.0,-390000000.0,3687000000,118022468.97815126,3687000000,3687000000
132,ABT,2020,2020-12-31,34608000000.0,-15003000000.0,19605000000.0,-14248000000.0,-9696000000.0,-2420000000.0,-2132000000.0,5357000000.0,-389000000.0,-500000000.0,4968000000.0,-113345135.4520958,4968000000.0,-497000000.0,4471000000,24000000.0,4495000000,4495000000
133,ABT,2021,2021-12-31,43075000000.0,-18537000000.0,24538000000.0,-16113000000.0,-11324000000.0,-2742000000.0,-2047000000.0,8425000000.0,-214000000.0,-490000000.0,8211000000.0,-113345135.4520958,8211000000.0,-1140000000.0,7071000000,118022468.97815126,7071000000,7071000000
134,ABT,2022,2022-12-31,43653000000.0,-19142000000.0,24511000000.0,-16149000000.0,-11248000000.0,-2888000000.0,-2013000000.0,8362000000.0,-56000000.0,-375000000.0,8306000000.0,-113345135.4520958,8306000000.0,-1373000000.0,6933000000,118022468.97815126,6933000000,6933000000
135,ABT,2023,2023-12-31,40109000000.0,-17975000000.0,22134000000.0,-15656000000.0,-10949000000.0,-2741000000.0,-1966000000.0,6478000000.0,186000000.0,-252000000.0,6664000000.0,-113345135.4520958,6664000000.0,-941000000.0,5723000000,118022468.97815126,5723000000,5723000000
139,ABUS,2019,2019-12-31,6011000.0,-5028782503.752925,2678659026.7719755,-77356000.0,-17727000.0,-57601000.0,-2028000.0,-71345000.0,44000.0,3000.0,-71301000.0,-95078000.0,-166379000.0,12656000.0,-153723000,118022468.97815126,-153723000,-164872000
140,ABUS,2020,2020-12-31,6914000.0,-5028782503.752925,2678659026.7719755,-64183000.0,-14845000.0,-49338000.0,-434363725.33045274,-57269000.0,-5939000.0,-3270000.0,-63208000.0,-537000.0,-63745000.0,-150828726.78345707,-63745000,118022468.97815126,-63745000,-75868000
141,ABUS,2021,2021-12-31,10988000.0,-5028782503.752925,2678659026.7719755,-82638000.0,-17136000.0,-65502000.0,-434363725.33045274,-71650000.0,-2725000.0,-2730000.0,-74375000.0,-1872000.0,-76247000.0,-150828726.78345707,-76247000,118022468.97815126,-76247000,-88386000
142,ABUS,2022,2022-12-31,39019000.0,-5028782503.752925,2678659026.7719755,-102242000.0,-17834000.0,-84408000.0,-434363725.33045274,-63223000.0,444000.0,466000.0,-62779000.0,-2233000.0,-65012000.0,-4444000.0,-69456000,118022468.97815126,-69456000,-69456000
143,ABUS,2023,2023-12-31,18141000.0,-5028782503.752925,2678659026.7719755,-96175000.0,-22475000.0,-73700000.0,-434363725.33045274,-78034000.0,5254000.0,5229000.0,-72780000.0,-69000.0,-72849000.0,-150828726.78345707,-72849000,118022468.97815126,-72849000,-72849000
146,AC,2019,2019-12-31,22205000.0,-5028782503.752925,2678659026.7719755,-29752000.0,-23810000.0,-1046124105.7772971,-434363725.33045274,-7547000.0,12998000.0,12998000.0,5451000.0,51772000.0,57223000.0,-12627000.0,44596000,-1890000.0,39188000,39188000
147,AC,2020,2020-12-31,18983000.0,-5028782503.752925,2678659026.7719755,-31452000.0,-915957802.0611697,-1046124105.7772971,-434363725.33045274,-12469000.0,45359000.0,8495000.0,32890000.0,-3007000.0,29883000.0,-9374000.0,20509000,-632000.0,18816000,18816000
148,AC,2021,2021-12-31,20924000.0,-24457000.0,-3533000.0,-15543000.0,-915957802.0611697,-1046124105.7772971,-434363725.33045274,-19076000.0,11799000.0,11799000.0,-7277000.0,88616000.0,81339000.0,-17705000.0,63634000,118022468.97815126,59203000,59203000
149,AC,2022,2022-12-31,15228000.0,-18883000.0,-3655000.0,-7607000.0,-915957802.0611697,-1046124105.7772971,-434363725.33045274,-11262000.0,10437000.0,10437000.0,-825000.0,-59640000.0,-60465000.0,14943000.0,-45522000,118022468.97815126,-48907000,-48907000
150,AC,2023,2023-12-31,12683000.0,-17246000.0,-4563000.0,-12384000.0,-915957802.0611697,-1046124105.7772971,-434363725.33045274,-16947000.0,24796000.0,24796000.0,7849000.0,39016000.0,46865000.0,-9137000.0,37728000,118022468.97815126,37451000,37451000
157,ACAD,2019,2019-12-31,339076000.0,-11344000.0,327732000.0,-574277000.0,-325638000.0,-240385000.0,-434363725.33045274,-246545000.0,12162000.0,11165000.0,-234383000.0,-113345135.4520958,-234383000.0,-876000.0,-235259000,118022468.97815126,-235259000,-235259000
158,ACAD,2020,2020-12-31,441755000.0,-10211000.0,431544000.0,-718130000.0,-388661000.0,-319130000.0,-434363725.33045274,-286586000.0,5613000.0,6610000.0,-280973000.0,-113345135.4520958,-280973000.0,-611000.0,-281584000,118022468.97815126,-281584000,-281584000
159,ACAD,2021,2021-12-31,484145000.0,-19141000.0,465004000.0,-635443000.0,-396028000.0,-239415000.0,-434363725.33045274,-170439000.0,2920000.0,591000.0,-167519000.0,-113345135.4520958,-167519000.0,-351000.0,-167870000,118022468.97815126,-167870000,-167870000
160,ACAD,2022,2022-12-31,517235000.0,-10166000.0,507069000.0,-730665000.0,-369090000.0,-361575000.0,-434363725.33045274,-223596000.0,10152000.0,6610000.0,-213444000.0,-113345135.4520958,-213444000.0,-2531000.0,-215975000,118022468.97815126,-215975000,-215975000
161,ACAD,2023,2023-12-31,726437000.0,-41638000.0,684799000.0,-758178000.0,-406559000.0,-351619000.0,-434363725.33045274,-73379000.0,22343000.0,17234000.0,-51036000.0,-113345135.4520958,-51036000.0,-10250000.0,-61286000,118022468.97815126,-61286000,-61286000
183,ACCO,2019,2019-12-31,1955700000.0,-1322200000.0,633500000.0,-425300000.0,-389900000.0,-1046124105.7772971,-35400000.0,208200000.0,-32700000.0,-40000000.0,175500000.0,-12000000.0,163500000.0,-56700000.0,106800000,118022468.97815126,106800000,106800000
184,ACCO,2020,2020-12-31,1655200000.0,-1162800000.0,492400000.0,-369100000.0,-336300000.0,-1046124105.7772971,-32800000.0,123300000.0,-33800000.0,-37800000.0,89500000.0,-10900000.0,78600000.0,-16600000.0,62000000,118022468.97815126,62000000,62000000
185,ACCO,2021,2021-12-31,2025300000.0,-1410400000.0,614900000.0,-438900000.0,-392600000.0,-1046124105.7772971,-46300000.0,176000000.0,-39600000.0,-44400000.0,136400000.0,-25000000.0,111400000.0,-9500000.0,101900000,118022468.97815126,101900000,101900000
186,ACCO,2022,2022-12-31,1947600000.0,-1395300000.0,552300000.0,-418200000.0,-376700000.0,-1046124105.7772971,-41500000.0,134100000.0,-19900000.0,-37300000.0,114200000.0,-99300000.0,14900000.0,-28100000.0,-13200000,118022468.97815126,-13200000,-13200000
